<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.02.04	08:00:00	1313.590	1313.609	1310.408	1310.774	10101	0	214
2019.02.04	12:00:00	1310.786	1314.593	1308.627	1313.879	11875	0	214
2019.02.04	16:00:00	1313.866	1315.181	1313.091	1313.520	9955	0	213
2019.02.04	20:00:00	1313.500	1313.665	1311.484	1311.736	4269	0	212
2019.02.05	00:00:00	1311.737	1314.728	1311.263	1314.727	7050	0	211
2019.02.05	04:00:00	1314.723	1315.263	1312.735	1312.967	6806	0	211
2019.02.05	08:00:00	1312.969	1314.565	1310.721	1314.538	10356	0	210
2019.02.05	12:00:00	1314.528	1316.817	1312.924	1314.580	12254	0	211
2019.02.05	16:00:00	1314.584	1315.426	1312.694	1314.353	10189	0	209
2019.02.05	20:00:00	1314.369	1315.384	1314.132	1314.953	4046	0	207
2019.02.06	00:00:00	1314.948	1315.779	1312.725	1314.277	7852	0	206
2019.02.06	04:00:00	1314.277	1315.208	1312.884	1314.930	7178	0	207
2019.02.06	08:00:00	1314.941	1315.579	1312.036	1312.153	9285	0	205
2019.02.06	12:00:00	1312.148	1315.133	1311.541	1312.089	11423	0	205
2019.02.06	16:00:00	1312.093	1312.906	1306.754	1306.972	10572	0	205
2019.02.06	20:00:00	1306.978	1307.688	1305.718	1306.605	5126	0	203
2019.02.07	00:00:00	1306.596	1307.794	1303.380	1304.008	7933	0	201
2019.02.07	04:00:00	1304.008	1305.375	1302.797	1304.417	7563	0	200
2019.02.07	08:00:00	1304.431	1307.323	1303.259	1306.650	10034	0	200
2019.02.07	12:00:00	1306.683	1311.889	1305.479	1308.893	13008	0	201
2019.02.07	16:00:00	1308.942	1311.556	1308.703	1310.456	11596	0	199
2019.02.07	20:00:00	1310.447	1311.201	1309.592	1310.419	4567	0	197
2019.02.08	00:00:00	1310.427	1310.580	1308.311	1308.700	7387	0	197
2019.02.08	04:00:00	1308.701	1309.618	1307.770	1308.992	7040	0	196
2019.02.08	08:00:00	1308.979	1312.868	1308.442	1312.250	10053	0	197
2019.02.08	12:00:00	1312.208	1315.353	1311.794	1313.671	12487	0	197
2019.02.08	16:00:00	1313.688	1315.583	1313.429	1315.093	9680	0	196
2019.02.08	20:00:00	1315.100	1315.265	1313.809	1313.957	2862	0	196
2019.02.10	20:00:00	1313.520	1313.932	1313.372	1313.651	1182	0	195
2019.02.11	00:00:00	1313.637	1314.820	1311.192	1311.749	7319	0	195
2019.02.11	04:00:00	1311.749	1312.294	1310.519	1311.216	6931	0	194
2019.02.11	08:00:00	1311.216	1311.345	1306.210	1307.613	11325	0	192
2019.02.11	12:00:00	1307.633	1309.166	1303.694	1308.433	12593	0	192
2019.02.11	16:00:00	1308.433	1310.334	1307.031	1308.372	9756	0	190
2019.02.11	20:00:00	1308.364	1309.025	1307.518	1307.749	4073	0	190
2019.02.12	00:00:00	1307.748	1309.349	1306.502	1307.573	8337	0	189
2019.02.12	04:00:00	1307.573	1312.862	1307.561	1311.723	7989	0	189
2019.02.12	08:00:00	1311.723	1313.809	1310.765	1313.589	10180	0	190
2019.02.12	12:00:00	1313.589	1314.713	1308.277	1309.813	11574	0	188
2019.02.12	16:00:00	1309.822	1312.607	1308.908	1310.868	10447	0	187
2019.02.12	20:00:00	1310.879	1311.781	1310.057	1310.253	4287	0	187
2019.02.13	00:00:00	1310.250	1313.017	1309.335	1313.015	8017	0	186
2019.02.13	04:00:00	1313.008	1314.229	1311.392	1311.748	7156	0	186
2019.02.13	08:00:00	1311.742	1313.312	1309.776	1311.061	9369	0	185
2019.02.13	12:00:00	1311.050	1318.083	1308.146	1314.509	13723	0	185
2019.02.13	16:00:00	1314.487	1314.932	1305.581	1306.559	11516	0	184
2019.02.13	20:00:00	1306.567	1307.682	1305.036	1307.607	5474	0	183
2019.02.14	00:00:00	1307.612	1309.223	1306.957	1308.353	8316	0	181
2019.02.14	04:00:00	1308.355	1309.351	1307.406	1309.342	7714	0	181
2019.02.14	08:00:00	1309.337	1309.740	1305.316	1306.052	10765	0	180
2019.02.14	12:00:00	1306.049	1312.500	1302.365	1309.359	14999	0	180
2019.02.14	16:00:00	1309.384	1314.308	1309.312	1312.851	11224	0	178
2019.02.14	20:00:00	1312.851	1313.042	1311.657	1311.890	4614	0	179
